stock,sample_count,before_gap_samples,after_gap_samples,inferred_denominator,denominator_min,denominator_max,denominator_abs_spread,denominator_rel_spread,db_max_adj,db_max_minus_inferred,db_max_matches_inferred,planned_factor_min,planned_factor_max
600021.SH,30,14,16,2.3615,2.3615,2.3615,0.0,0.0,2.3615,0.0,True,1.0,1.0
600023.SH,33,14,19,1.9993000589218097,1.9993000259473677,1.9993000589218097,3.29744420657363e-08,1.649299309455274e-08,1.9993,-5.892180965361149e-08,True,0.9395288228988647,0.9904466271400452
600025.SH,30,14,16,1.2316,1.2315999695416184,1.2316,3.045838159465575e-08,2.4730741794946206e-08,1.2316,0.0,True,1.0,1.0
600026.SH,31,14,17,1.8934000376915008,1.8934,1.8934000376915008,3.76915008093448e-08,1.9906781482533184e-08,1.8934,-3.76915008093448e-08,True,0.9795077443122864,0.9795077443122864
600030.SH,30,14,16,6.636900074670929,6.636900074670929,6.636900074670929,0.0,0.0,6.6369,-7.467092899560157e-08,True,0.981105625629425,0.981105625629425
600032.SH,33,14,19,1.0338000139262096,1.0338000139262096,1.0338000139262096,0.0,0.0,1.0338,-1.3926209518899668e-08,True,0.9946798086166382,0.9946798086166382
600037.SH,30,14,16,5.6415,5.6415,5.641500139405013,1.3940501286668905e-07,2.471062888712028e-08,5.6415,0.0,True,1.0,1.0
600051.SH,31,14,17,5.1259,5.1259,5.1259,0.0,0.0,5.1259,0.0,True,1.0,1.0
600052.SH,30,14,16,3.538699988671703,3.538699988671703,3.538699988671703,0.0,0.0,3.5387,1.1328296967150209e-08,True,0.9960154891014099,0.9960154891014099
600053.SH,30,14,16,2.2845000045309445,2.2845000045309445,2.2845000045309445,0.0,0.0,2.2845,-4.530944508474022e-09,True,0.9997811317443848,0.9997811317443848
600057.SH,30,14,16,13.037600205247966,13.037600205247966,13.037600205247966,0.0,0.0,13.0376,-2.0524796617849006e-07,True,0.987835168838501,0.987835168838501
600076.SH,33,14,19,3.265,3.265,3.265,0.0,0.0,3.265,0.0,True,1.0,1.0
600078.SH,29,14,15,6.7429,6.7429,6.7429,0.0,0.0,6.7429,0.0,True,1.0,1.0
600080.SH,30,14,16,5.2472,5.2472,5.247200038172699,3.817269877970375e-08,7.2748701745128355e-09,5.2472,0.0,True,1.0,1.0
600084.SH,32,14,18,7.186400072197165,7.186400072197165,7.186400072197165,0.0,0.0,7.1864,-7.219716469109017e-08,True,0.9999443292617798,0.9999443292617798
600096.SH,34,14,20,2.917900086134238,2.917900086134238,2.917900086134238,0.0,0.0,2.9179,-8.61342379643304e-08,True,0.9922546744346619,0.9922546744346619
600100.SH,34,14,20,21.303399981200343,21.303399981200343,21.303399981200343,0.0,0.0,21.3034,1.879965694229213e-08,True,0.9999812245368958,0.9999812245368958
600110.SH,31,14,17,14.364,14.364,14.364,0.0,0.0,14.364,0.0,True,1.0,1.0
600113.SH,28,14,14,5.0613,5.0613,5.0613,0.0,0.0,5.0755,0.014199999999999768,False,1.0,1.0
600114.SH,34,14,20,6.8812,6.8812,6.8812,0.0,0.0,6.8812,0.0,True,1.0,1.0
600117.SH,34,14,20,2.75,2.75,2.75,0.0,0.0,2.75,0.0,True,1.0,1.0
600119.SH,33,14,19,2.945,2.945,2.945,0.0,0.0,2.945,0.0,True,1.0,1.0
600126.SH,29,14,15,5.9523998490947445,5.9523998490947445,5.9523998490947445,0.0,0.0,5.9524,1.5090525540273347e-07,True,0.9999328255653381,0.9999328255653381
600133.SH,33,14,19,4.6217,4.6217,4.621700053637683,5.3637683627982824e-08,1.1605617765753474e-08,4.6217,0.0,True,1.0,1.0
600148.SH,31,14,17,2.8663,2.8663,2.8663,0.0,0.0,2.8663,0.0,True,1.0,1.0
600149.SH,34,14,20,2.889199935503311,2.889199935503311,2.889199935503311,0.0,0.0,2.8892,6.449668932262398e-08,True,0.9999307990074158,0.9999307990074158
600165.SH,32,14,18,5.2171001069483935,5.2171001069483935,5.2171001069483935,0.0,0.0,5.2171,-1.0694839325253724e-07,True,0.9530198574066162,0.9530198574066162
600167.SH,32,14,18,4.457,4.457,4.457,0.0,0.0,4.457,0.0,True,1.0,1.0
600172.SH,31,14,17,9.345,9.345,9.345,0.0,0.0,9.345,0.0,True,1.0,1.0
600182.SH,28,14,14,1.303600003445815,1.303600003445815,1.3036000079157501,4.46993508873561e-09,3.428916137557686e-09,1.3036,-3.445814966696048e-09,True,0.9479134678840637,0.9479134678840637
600185.SH,32,14,18,7.304100132407573,7.304100132407573,7.304100132407573,0.0,0.0,7.3041,-1.3240757290589045e-07,True,0.9999862909317017,0.9999862909317017
600186.SH,32,14,18,5.446,5.446,5.446,0.0,0.0,5.446,0.0,True,1.0,1.0
600187.SH,33,14,19,4.558,4.558,4.558,0.0,0.0,4.558,0.0,True,1.0,1.0
600189.SH,28,14,14,2.744,2.744,2.744,0.0,0.0,2.744,0.0,True,1.0,1.0
600191.SH,33,14,19,2.555,2.555,2.555,0.0,0.0,2.555,0.0,True,1.0,1.0
600199.SH,30,14,16,4.72,4.72,4.72,0.0,0.0,4.72,0.0,True,1.0,1.0
600202.SH,34,14,20,4.9812999580194965,4.9812999580194965,4.9813,4.1980503517891066e-08,8.427620073411921e-09,4.9813,4.1980503517891066e-08,True,0.9982735514640808,0.9982735514640808
600206.SH,33,14,19,4.3357,4.3357,4.335700017947878,1.7947877850588156e-08,4.139557130472163e-09,4.3357,0.0,True,1.0,1.0
600212.SH,29,14,15,2.718400050266034,2.718400050266034,2.718400050266034,0.0,0.0,2.7184,-5.026603400182239e-08,True,0.9998528361320496,0.9998528361320496
600217.SH,28,14,14,4.5532,4.5532,4.5532,0.0,0.0,4.5532,0.0,True,1.0,1.0
600219.SH,30,14,16,8.562699875176264,8.562699875176264,8.562699875176264,0.0,0.0,8.5627,1.2482373534794533e-07,True,0.9374963641166687,0.9374963641166687
600222.SH,34,14,20,4.127099921271072,4.127099921271072,4.127099921271072,0.0,0.0,4.1271,7.872892826554789e-08,True,0.9985219836235046,0.9985219836235046
600226.SH,31,14,17,28.613,28.613,28.613,0.0,0.0,28.613,0.0,True,1.0,1.0
600228.SH,32,14,18,2.169,2.169,2.169,0.0,0.0,2.169,0.0,True,1.0,1.0
600229.SH,33,14,19,1.7003999612144078,1.7003999612144078,1.7004,3.878559207137755e-08,2.2809687694698184e-08,1.7004,3.878559207137755e-08,True,0.9902964234352112,0.9902964234352112
600232.SH,32,14,18,3.3605,3.3605,3.3605,0.0,0.0,3.3605,0.0,True,1.0,1.0
600234.SH,29,14,15,2.353,2.353,2.353,0.0,0.0,2.353,0.0,True,1.0,1.0
600238.SH,33,14,19,4.012,4.012,4.012,0.0,0.0,4.012,0.0,True,1.0,1.0
600239.SH,29,14,15,19.1733999882934,19.1733999882934,19.1733999882934,0.0,0.0,19.1734,1.1706600133720713e-08,True,0.9999791383743286,0.9999791383743286
600243.SH,33,14,19,1.597,1.597,1.597,0.0,0.0,1.597,0.0,True,1.0,1.0
600250.SH,32,14,18,2.7104000038152605,2.7104000038152605,2.7104000038152605,0.0,0.0,2.7104,-3.8152605519314875e-09,True,0.9998524188995361,0.9998524188995361
600251.SH,33,14,19,9.493399794573973,9.493399794573973,9.493399794573973,0.0,0.0,9.4934,2.054260264117147e-07,True,0.9879074096679688,0.9879074096679688
600256.SH,34,14,20,60.88810128940096,60.8881,60.88810128940096,1.2894009557840036e-06,2.1176566988934093e-08,60.8881,-1.2894009557840036e-06,True,0.8996716737747192,0.8996716737747192
600257.SH,34,14,20,6.544299964348827,6.544299964348827,6.544299964348827,0.0,0.0,6.5443,3.565117268067297e-08,True,0.9999541640281677,0.9999541640281677
600265.SH,33,14,19,1.6591999677619227,1.6591999677619227,1.6591999677619227,0.0,0.0,1.6592,3.2238077318780256e-08,True,0.9998794794082642,0.9998794794082642
600273.SH,32,14,18,2.1601000393009313,2.1601000393009313,2.1601000393009313,0.0,0.0,2.1601,-3.930093139814517e-08,True,0.9779176712036133,0.9779176712036133
600278.SH,34,14,20,2.3387999703794895,2.33879996540884,2.3387999753501387,9.94129889519968e-09,4.2505981790253835e-09,2.3388,2.9620510488825857e-08,True,0.987001895904541,0.987001895904541
600280.SH,34,14,20,11.473,11.473,11.473,0.0,0.0,11.473,0.0,True,1.0,1.0
600289.SH,31,14,17,7.365399939974863,7.365399939974863,7.365399939974863,0.0,0.0,7.3654,6.00251368609861e-08,True,0.9999457001686096,0.9999457001686096
600300.SH,32,14,18,7.9029,7.9029,7.9029,0.0,0.0,7.9029,0.0,True,1.0,1.0
600301.SH,34,14,20,1.7643999479414236,1.7643999479414236,1.7643999479414236,0.0,0.0,1.7644,5.205857633860944e-08,True,0.9997733235359192,0.9997733235359192
600303.SH,33,14,19,6.606,6.606,6.606,0.0,0.0,6.606,0.0,True,1.0,1.0
600309.SH,32,14,18,42.0531,42.0531,42.0531,0.0,0.0,42.0531,0.0,True,1.0,1.0
600310.SH,34,14,20,10.4755,10.4755,10.4755,0.0,0.0,10.4755,0.0,True,1.0,1.0
600318.SH,28,14,14,3.1874999310756897,3.1874999310756897,3.1874999310756897,0.0,0.0,3.1875,6.892431025917745e-08,True,0.9979608058929443,0.9979608058929443
600332.SH,32,14,18,1.726100017749399,1.726100017749399,1.726100030195897,1.2446498054430322e-08,7.210762949101218e-09,1.7261,-1.7749399061628424e-08,True,0.9849371314048767,0.9849371314048767
600335.SH,29,14,15,5.748300078262006,5.74829984095036,5.748300078262006,2.373116458898039e-07,4.128379567156398e-08,5.7483,-7.826200576488418e-08,True,0.9951115846633911,0.9951115846633911
600338.SH,29,14,15,1.9033999862374258,1.9033999862374258,1.9034,1.3762574191389376e-08,7.230521325470191e-09,1.9034,1.3762574191389376e-08,True,0.9961122274398804,0.9961122274398804
600340.SH,32,14,18,24.438,24.438,24.438,0.0,0.0,24.438,0.0,True,1.0,1.0
600353.SH,29,14,15,10.7061,10.7061,10.7061,0.0,0.0,10.7061,0.0,True,1.0,1.0
600354.SH,33,14,19,2.983500059256949,2.983500059256949,2.983500059256949,0.0,0.0,2.9835,-5.925694912534141e-08,True,0.9998323917388916,0.9998323917388916
600360.SH,34,14,20,7.945199844396562,7.9451998285592556,7.945199860233868,3.167461226638579e-08,3.986635061007894e-09,7.9452,1.556034376903881e-07,True,0.9921084642410278,0.9921084642410278
600365.SH,33,14,19,2.6351999503097976,2.6351999503097976,2.6351999503097976,0.0,0.0,2.6352,4.969020261924584e-08,True,0.9999241232872009,0.9999241232872009
600372.SH,29,14,15,3.127099994543236,3.127099994543236,3.127099994543236,0.0,0.0,3.1271,5.456763929601038e-09,True,0.9983690977096558,0.9983690977096558
600373.SH,33,14,19,5.6618,5.6618,5.6618,0.0,0.0,5.6618,0.0,True,1.0,1.0
600375.SH,31,14,17,3.9883,3.9883,3.9883,0.0,0.0,3.9883,0.0,True,1.0,1.0
600378.SH,31,14,17,3.8825,3.8824998881484,3.8825,1.1185159998206018e-07,2.880916934502516e-08,3.8825,0.0,True,1.0,1.0
600379.SH,33,14,19,2.8443999446338406,2.8443999446338406,2.8443999446338406,0.0,0.0,2.8444,5.536615921286625e-08,True,0.9977499842643738,0.9977499842643738
600380.SH,30,14,16,11.98519965852089,11.98519965852089,11.9852,3.414791098776959e-07,2.8491733104748153e-08,11.9852,3.414791098776959e-07,True,0.9837549924850464,0.9837549924850464
600381.SH,33,14,19,1.01919998588285,1.01919998588285,1.01919998588285,0.0,0.0,1.0192,1.4117150115566801e-08,True,0.9998037815093994,0.9998037815093994
600382.SH,33,14,19,7.221000197913819,7.221000075659263,7.221000197913819,1.2225455581216238e-07,1.6930418565489348e-08,7.221,-1.9791381866696156e-07,True,0.9604902267456055,0.9604902267456055
600388.SH,30,14,16,9.41,9.41,9.41,0.0,0.0,9.41,0.0,True,1.0,1.0
600390.SH,30,14,16,6.764300040031197,6.764300040031197,6.764300040031197,0.0,0.0,6.7643,-4.003119613571471e-08,True,0.9983442425727844,0.9983442425727844
600396.SH,32,14,18,6.566,6.566,6.566,0.0,0.0,6.566,0.0,True,1.0,1.0
600397.SH,34,14,20,3.985200005674647,3.985200005674647,3.985200005674647,0.0,0.0,3.9852,-5.674646974540565e-09,True,0.9999498128890991,0.9999498128890991
600398.SH,31,14,17,11.5324,11.5324,11.532400031174515,3.117451363721102e-08,2.7032112688782057e-09,11.5324,0.0,True,0.9758679866790771,1.0
600399.SH,32,14,18,3.4898,3.4898,3.4898,0.0,0.0,3.4898,0.0,True,1.0,1.0
600403.SH,33,14,19,6.187,6.187,6.187,0.0,0.0,6.187,0.0,True,1.0,1.0
600406.SH,31,14,17,52.082300020514445,52.082300020514445,52.08230064284114,6.22326695065567e-07,1.1948909606919084e-08,52.0823,-2.0514448806352448e-08,True,0.9933893084526062,0.9933893084526062
600408.SH,33,14,19,4.214,4.214,4.214,0.0,0.0,4.214,0.0,True,1.0,1.0
600416.SH,34,14,20,3.428,3.428,3.428,0.0,0.0,3.428,0.0,True,1.0,1.0
600419.SH,29,14,15,3.3685,3.3684999575473196,3.3685,4.2452680482085725e-08,1.2602844138959693e-08,3.3685,0.0,True,1.0,1.0
600422.SH,34,14,20,10.995400246247728,10.9954,10.995400246247728,2.462477279863151e-07,2.2395521988419585e-08,10.9954,-2.462477279863151e-07,True,0.9797278642654419,0.9797278642654419
600433.SH,34,14,20,7.2314,7.2314,7.2314,0.0,0.0,7.2314,0.0,True,1.0,1.0
600446.SH,32,14,18,16.7085,16.7085,16.7085,0.0,0.0,16.7085,0.0,True,1.0,1.0
600449.SH,34,14,20,4.4776,4.4776,4.4776,0.0,0.0,4.4776,0.0,True,1.0,1.0
600455.SH,32,14,18,1.13,1.13,1.13,0.0,0.0,1.13,0.0,True,1.0,1.0
600463.SH,30,14,16,2.934299949909097,2.934299949909097,2.934299949909097,0.0,0.0,2.9343,5.009090298102592e-08,True,0.9998977780342102,0.9998977780342102
600468.SH,33,14,19,12.493,12.493,12.493,0.0,0.0,12.493,0.0,True,1.0,1.0
600469.SH,30,14,16,2.8815,2.8815,2.8815,0.0,0.0,2.8815,0.0,True,1.0,1.0
600470.SH,32,14,18,2.4363999379533006,2.4363999379533006,2.4363999379533006,0.0,0.0,2.4364,6.20466993339619e-08,True,0.9998358488082886,0.9998358488082886
600475.SH,34,14,20,5.252199933093839,5.252199933093839,5.252199958756568,2.566272971904482e-08,4.886091551341238e-09,5.2522,6.690616149995776e-08,True,0.9708693623542786,0.9708693623542786
600477.SH,34,14,20,34.33729999513856,34.33729929977715,34.33729999513856,6.953614075655423e-07,2.0250905215727238e-08,34.3373,4.861441027514957e-09,True,0.9784024953842163,0.9784024953842163
600486.SH,31,14,17,5.231199864458881,5.231199864458881,5.231199899912759,3.5453878055591304e-08,6.7773893130077684e-09,5.2312,1.3554111966129767e-07,True,0.9861026406288147,0.9861026406288147
600491.SH,31,14,17,10.934,10.934,10.934,0.0,0.0,10.934,0.0,True,1.0,1.0
600506.SH,31,14,17,1.327,1.327,1.327,0.0,0.0,1.327,0.0,True,1.0,1.0
600512.SH,33,14,19,6.6506,6.6506,6.6506000023572724,2.3572725993403765e-09,3.5444510259831843e-10,6.6506,0.0,True,1.0,1.0
600515.SH,29,14,15,3.273300069779594,3.273300069779594,3.273300069779594,0.0,0.0,3.2733,-6.977959410292556e-08,True,0.9999083280563354,0.9999083280563354
600518.SH,34,14,20,48.081300916230454,48.081300916230454,48.081300916230454,0.0,0.0,48.0813,-9.162304550613953e-07,True,0.9999937415122986,0.9999937415122986
600520.SH,31,14,17,2.342,2.342,2.342,0.0,0.0,2.342,0.0,True,1.0,1.0
600525.SH,29,14,15,12.706,12.706,12.706,0.0,0.0,12.706,0.0,True,1.0,1.0
600535.SH,34,14,20,13.531499964925944,13.531499964925944,13.531499964925944,0.0,0.0,13.5315,3.50740556598339e-08,True,0.9870080947875977,0.9870080947875977
600536.SH,34,14,20,8.975,8.975,8.975,0.0,0.0,8.975,0.0,True,1.0,1.0
600539.SH,28,14,14,1.214,1.214,1.214,0.0,0.0,1.214,0.0,True,1.0,1.0
600540.SH,33,14,19,3.453,3.453,3.453,0.0,0.0,3.453,0.0,True,1.0,1.0
600543.SH,34,14,20,2.465,2.465,2.465,0.0,0.0,2.465,0.0,True,1.0,1.0
600547.SH,32,14,18,22.437500095600143,22.437499900773197,22.437500095600143,1.9482694568750958e-07,8.683095035427497e-09,22.4375,-9.560014291309926e-08,True,0.990707516670227,0.990707516670227
600551.SH,32,14,18,6.1406001588343555,6.1406001588343555,6.1406001588343555,0.0,0.0,6.1406,-1.5883435544594704e-07,True,0.9892681241035461,0.9892681241035461
600556.SH,28,14,14,4.9503,4.950299882176327,4.9503,1.1782367348445177e-07,2.3801319815860002e-08,4.9503,0.0,True,1.0,1.0
600559.SH,33,14,19,7.4536,7.453599844890852,7.4536,1.5510914774807816e-07,2.0809964010421563e-08,7.4536,0.0,True,1.0,1.0
600568.SH,30,14,16,12.719300219231057,12.719300219231057,12.719300219231057,0.0,0.0,12.7193,-2.1923105641974416e-07,True,0.999976396560669,0.999976396560669
600569.SH,28,14,14,2.798399980733025,2.798399980733025,2.798399980733025,0.0,0.0,2.7984,1.926697512644182e-08,True,0.9998570680618286,0.9998570680618286
600575.SH,34,14,20,18.989299940376533,18.989299940376533,18.989299940376533,0.0,0.0,18.9893,5.962346705246091e-08,True,0.9999842047691345,0.9999842047691345
600576.SH,33,14,19,3.15,3.15,3.15,0.0,0.0,3.15,0.0,True,1.0,1.0
600580.SH,30,14,16,9.0609,9.0609,9.060900246177756,2.461777555140543e-07,2.7169238763704962e-08,9.0609,0.0,True,1.0,1.0
600584.SH,34,14,20,4.8944001012551865,4.894400031133085,4.8944001012551865,7.012210190282531e-08,1.4327006467011604e-08,4.8944,-1.0125518645764942e-07,True,0.9993053078651428,0.9993053078651428
600589.SH,30,14,16,5.4001998856144535,5.4001998856144535,5.4001998856144535,0.0,0.0,5.4002,1.1438554636811205e-07,True,0.9999629855155945,0.9999629855155945
600595.SH,31,14,17,7.997399936350977,7.997399936350977,7.997399936350977,0.0,0.0,7.9974,6.364902294109243e-08,True,0.9999499917030334,0.9999499917030334
600596.SH,28,14,14,12.7986,12.7986,12.7986,0.0,0.0,12.7986,0.0,True,1.0,1.0
600599.SH,33,14,19,2.205,2.205,2.205,0.0,0.0,2.205,0.0,True,1.0,1.0
600601.SH,32,14,18,6471.278,6471.278,6471.278,0.0,0.0,6471.278,0.0,True,1.0,1.0
600605.SH,30,14,16,52.1316,52.1316,52.1316,0.0,0.0,52.1316,0.0,True,1.0,1.0
600606.SH,31,14,17,164.595,164.595,164.595,0.0,0.0,164.595,0.0,True,1.0,1.0
600609.SH,33,14,19,25.927,25.927,25.927,0.0,0.0,25.927,0.0,True,1.0,1.0
600610.SH,29,14,15,79.35,79.35,79.35,0.0,0.0,79.35,0.0,True,1.0,1.0
600615.SH,32,14,18,65.8148,65.8148,65.8148,0.0,0.0,65.8148,0.0,True,1.0,1.0
600617.SH,33,14,19,62.6531,62.6531,62.6531,0.0,0.0,62.6531,0.0,True,1.0,1.0
600619.SH,29,14,15,57.6097,57.6097,57.6097,0.0,0.0,57.6097,0.0,True,1.0,1.0
600626.SH,34,14,20,10.717,10.717,10.717,0.0,0.0,10.717,0.0,True,1.0,1.0
600630.SH,34,14,20,3.2176000139866754,3.2176000139866754,3.2176000139866754,0.0,0.0,3.2176,-1.3986675373445223e-08,True,0.9954935312271118,0.9954935312271118
600636.SH,34,14,20,13.731600150719697,13.731599869841657,13.731600150719697,2.808780390495258e-07,2.0454865854421526e-08,13.7316,-1.507196962791113e-07,True,0.9987910985946655,0.9987910985946655
600637.SH,31,14,17,5.610699876450139,5.610699876450139,5.6106999496676595,7.321752093503164e-08,1.3049623495697652e-08,5.6107,1.2354986100859833e-07,True,0.970271110534668,0.970271110534668
600638.SH,33,14,19,15.933700327420999,15.9337,15.933700327420999,3.274209987580434e-07,2.0548961762169605e-08,15.9337,-3.274209987580434e-07,True,0.9931528568267822,0.9931528568267822
600641.SH,33,14,19,21.2002,21.2002,21.200200597686464,5.976864656531689e-07,2.8192491846924503e-08,21.2002,0.0,True,0.9970566034317017,0.9970566034317017
600651.SH,31,14,17,5951.086,5951.086,5951.086,0.0,0.0,5951.086,0.0,True,1.0,1.0
600654.SH,30,14,16,1512.2512704115993,1512.2512704115993,1512.2512704115993,0.0,0.0,1512.2513,2.9588400593638653e-05,True,0.9999998211860657,0.9999998211860657
600655.SH,32,14,18,250.762,250.762,250.762,0.0,0.0,250.762,0.0,True,1.0,1.0
600657.SH,31,14,17,16.855,16.855,16.855,0.0,0.0,16.855,0.0,True,1.0,1.0
600661.SH,33,14,19,5.1103000286536355,5.1103000286536355,5.1103000286536355,0.0,0.0,5.1103,-2.8653635908426622e-08,True,0.9999412894248962,0.9999412894248962
600666.SH,33,14,19,17.972,17.972,17.972,0.0,0.0,17.972,0.0,True,1.0,1.0
600675.SH,29,14,15,43.7095,43.7095,43.7095,0.0,0.0,43.7095,0.0,True,1.0,1.0
600678.SH,29,14,15,4.222500089387752,4.222500089387752,4.222500089387752,0.0,0.0,4.2225,-8.938775142297573e-08,True,0.9998815655708313,0.9998815655708313
600681.SH,30,14,16,12.700200290583375,12.700200290583375,12.700200290583375,0.0,0.0,12.7002,-2.905833742516961e-07,True,0.9768664836883545,0.9768664836883545
600682.SH,29,14,15,12.8676,12.8676,12.867600077945337,7.794533729565956e-08,6.057488365791566e-09,12.8676,0.0,True,0.9968603253364563,0.9968603253364563
600685.SH,30,14,16,2.0669999958043315,2.0669999751406203,2.0669999958043315,2.0663711186585942e-08,9.99695753678271e-09,2.067,4.195668701356681e-09,True,0.9944363832473755,0.9944363832473755
600686.SH,34,14,20,13.176699913087967,13.176699913087967,13.176699913087967,0.0,0.0,13.1767,8.691203312594098e-08,True,0.9977080821990967,0.9977080821990967
600689.SH,34,14,20,2.5540999464190546,2.5540999464190546,2.5541,5.358094545826475e-08,2.097840592862753e-08,2.5541,5.358094545826475e-08,True,0.9991778135299683,0.9991778135299683
600690.SH,34,14,20,43.199799161752246,43.199799161752246,43.19980011783824,9.560859908219754e-07,2.2131723049038248e-08,43.1998,8.382477574286895e-07,True,0.9553123116493225,0.9553123116493225
600694.SH,33,14,19,7.5067,7.5067,7.5067,0.0,0.0,7.5067,0.0,True,1.0,1.0
600696.SH,32,14,18,3.304,3.304,3.304,0.0,0.0,3.304,0.0,True,1.0,1.0
600698.SH,30,14,16,5.222,5.222,5.222,0.0,0.0,5.222,0.0,True,1.0,1.0
600702.SH,34,14,20,3.6524,3.6524,3.6524,0.0,0.0,3.6524,0.0,True,1.0,1.0
600710.SH,30,14,16,7.4528,7.4528,7.4528,0.0,0.0,7.4528,0.0,True,1.0,1.0
600711.SH,34,14,20,10.31569972087668,10.31569972087668,10.31569972087668,0.0,0.0,10.3157,2.791233200127863e-07,True,0.9960255026817322,0.9960255026817322
600721.SH,32,14,18,1.452200035231198,1.452200035231198,1.452200035231198,0.0,0.0,1.4522,-3.523119795900698e-08,True,0.9998622536659241,0.9998622536659241
600724.SH,33,14,19,15.458399853671901,15.458399853671901,15.45839995995728,1.0628537872037214e-07,6.87557442726685e-09,15.4584,1.4632809808290403e-07,True,0.9896625876426697,0.9896625876426697
600725.SH,32,14,18,8.235,8.235,8.235,0.0,0.0,8.235,0.0,True,1.0,1.0
600727.SH,31,14,17,5.7024,5.7024,5.702400006526301,6.526301277176572e-09,1.1444832486631193e-09,5.7024,0.0,True,1.0,1.0
600732.SH,32,14,18,6.935,6.935,6.935,0.0,0.0,6.935,0.0,True,1.0,1.0
600733.SH,29,14,15,9.36,9.36,9.36,0.0,0.0,9.36,0.0,True,1.0,1.0
600734.SH,34,14,20,8.50809990308767,8.50809990308767,8.50809990308767,0.0,0.0,8.5081,9.691233060493687e-08,True,0.9999882578849792,0.9999882578849792
600738.SH,33,14,19,7.6355,7.63549992252409,7.6355,7.747591013185229e-08,1.0146802453258108e-08,7.6355,0.0,True,1.0,1.0
600740.SH,29,14,15,14.5352,14.535199660549688,14.5352,3.394503114151348e-07,2.3353673249431367e-08,14.5352,0.0,True,1.0,1.0
600746.SH,34,14,20,8.3824001936621,8.3824,8.3824001936621,1.9366209969007286e-07,2.310341849778301e-08,8.3824,-1.9366209969007286e-07,True,0.9937487840652466,0.9937487840652466
600753.SH,29,14,15,3.774,3.774,3.774,0.0,0.0,3.774,0.0,True,1.0,1.0
600758.SH,29,14,15,2.861100010653924,2.861100010653924,2.861100010653924,0.0,0.0,2.8611,-1.0653923965264767e-08,True,0.9924854040145874,0.9924854040145874
600759.SH,30,14,16,4.465400036350169,4.465400036350169,4.465400036350169,0.0,0.0,4.4654,-3.635016909697697e-08,True,0.9999104142189026,0.9999104142189026
600760.SH,29,14,15,10.029599847174225,10.029599847174225,10.029599847174225,0.0,0.0,10.0296,1.528257751459705e-07,True,0.9975073933601379,0.9975073933601379
600764.SH,32,14,18,8.562299881336395,8.562299881336395,8.562299881336395,0.0,0.0,8.5623,1.1866360516421537e-07,True,0.9959590435028076,0.9959590435028076
600774.SH,28,14,14,6.486,6.486,6.486,0.0,0.0,6.486,0.0,True,1.0,1.0
600777.SH,32,14,18,30.515500188025936,30.515500188025936,30.515500188025936,0.0,0.0,30.5155,-1.8802593615419028e-07,True,0.9999836087226868,0.9999836087226868
600779.SH,34,14,20,7.166799984002825,7.166799984002825,7.166799984002825,0.0,0.0,7.1668,1.599717514011445e-08,True,0.9776887893676758,0.9776887893676758
600784.SH,29,14,15,7.4843,7.4843,7.484300065352896,6.535289553966095e-08,8.731998388581557e-09,7.4843,0.0,True,1.0,1.0
600785.SH,33,14,19,4.90639993188051,4.9063998645573195,4.90639993188051,6.732319057789482e-08,1.372150487375606e-08,4.9064,6.811948960461223e-08,True,0.9926015138626099,0.9926015138626099
600794.SH,31,14,17,21.9672,21.9672,21.9672,0.0,0.0,21.9672,0.0,True,1.0,1.0
600796.SH,34,14,20,8.9473,8.94729989506041,8.9473,1.0493958946256043e-07,1.172863204123707e-08,8.9473,0.0,True,1.0,1.0
600797.SH,33,14,19,12.785,12.785,12.785,0.0,0.0,12.785,0.0,True,1.0,1.0
600798.SH,32,14,18,8.575,8.574999993534046,8.575,6.465953106271627e-09,7.540470094777408e-10,8.575,0.0,True,0.9955685138702393,1.0
600801.SH,34,14,20,12.353799894170736,12.353799894170736,12.353800285232522,3.9106178562064997e-07,3.165518212782258e-08,12.3538,1.0582926357471933e-07,True,0.9847253561019897,0.9847253561019897
600807.SH,34,14,20,6.536,6.536,6.536,0.0,0.0,6.536,0.0,True,1.0,1.0
600815.SH,31,14,17,6.365,6.365,6.365,0.0,0.0,6.365,0.0,True,1.0,1.0
600817.SH,28,14,14,5.166600102001288,5.166600102001288,5.166600102001288,0.0,0.0,5.1666,-1.0200128830462063e-07,True,0.9692060351371765,0.9692060351371765
600821.SH,34,14,20,4.833799906645507,4.833799906645507,4.833799953037638,4.639213102564099e-08,9.59744547180389e-09,4.8338,9.335449302483312e-08,True,0.9828706383705139,0.9828706383705139
600825.SH,33,14,19,12.7723,12.7723,12.7723,0.0,0.0,12.7723,0.0,True,1.0,1.0
600835.SH,33,14,19,5.855400061324245,5.855400061324245,5.855400061324245,0.0,0.0,5.8554,-6.132424434923678e-08,True,0.9927588105201721,0.9927588105201721
600844.SH,29,14,15,6.935500199511135,6.935500199511135,6.935500199511135,0.0,0.0,6.9355,-1.9951113472416182e-07,True,0.9999278783798218,0.9999278783798218
600846.SH,34,14,20,18.133799856524366,18.133799856524366,18.133799856524366,0.0,0.0,18.1338,1.4347563492833615e-07,True,0.9802578687667847,0.9802578687667847
600850.SH,32,14,18,9.857000058371794,9.856999953929275,9.857000058371794,1.0444251863361842e-07,1.0595771331553641e-08,9.857,-5.837179450907115e-08,True,0.997839093208313,0.997839093208313
