stock,date,db_rows,db_close_rows,qlib_close_rows,qlib_close_non_null,qlib_close_file_exists,qlib_close_bin
300539.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300539.sz/close.1min.bin
300540.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300540.sz/close.1min.bin
300541.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300541.sz/close.1min.bin
300542.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300542.sz/close.1min.bin
300543.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300543.sz/close.1min.bin
300545.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300545.sz/close.1min.bin
300546.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300546.sz/close.1min.bin
300547.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300547.sz/close.1min.bin
300548.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300548.sz/close.1min.bin
300549.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300549.sz/close.1min.bin
300550.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300550.sz/close.1min.bin
300552.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300552.sz/close.1min.bin
300553.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300553.sz/close.1min.bin
300554.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300554.sz/close.1min.bin
300555.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300555.sz/close.1min.bin
300556.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300556.sz/close.1min.bin
300557.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300557.sz/close.1min.bin
300558.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300558.sz/close.1min.bin
300559.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300559.sz/close.1min.bin
300560.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300560.sz/close.1min.bin
300561.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300561.sz/close.1min.bin
300562.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300562.sz/close.1min.bin
300563.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300563.sz/close.1min.bin
300564.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300564.sz/close.1min.bin
300565.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300565.sz/close.1min.bin
300566.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300566.sz/close.1min.bin
300567.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300567.sz/close.1min.bin
300568.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300568.sz/close.1min.bin
300569.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300569.sz/close.1min.bin
300570.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300570.sz/close.1min.bin
300571.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300571.sz/close.1min.bin
300572.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300572.sz/close.1min.bin
300573.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300573.sz/close.1min.bin
300575.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300575.sz/close.1min.bin
300576.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300576.sz/close.1min.bin
300577.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300577.sz/close.1min.bin
300579.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300579.sz/close.1min.bin
300581.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300581.sz/close.1min.bin
300582.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300582.sz/close.1min.bin
300583.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300583.sz/close.1min.bin
300584.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300584.sz/close.1min.bin
300586.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300586.sz/close.1min.bin
300587.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300587.sz/close.1min.bin
300588.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300588.sz/close.1min.bin
300589.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300589.sz/close.1min.bin
300591.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300591.sz/close.1min.bin
300592.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300592.sz/close.1min.bin
300595.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300595.sz/close.1min.bin
300596.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300596.sz/close.1min.bin
300597.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300597.sz/close.1min.bin
300598.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300598.sz/close.1min.bin
300599.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300599.sz/close.1min.bin
300600.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300600.sz/close.1min.bin
300601.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300601.sz/close.1min.bin
300602.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300602.sz/close.1min.bin
300604.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300604.sz/close.1min.bin
300605.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300605.sz/close.1min.bin
300606.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300606.sz/close.1min.bin
300607.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300607.sz/close.1min.bin
300608.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300608.sz/close.1min.bin
300609.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300609.sz/close.1min.bin
300610.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300610.sz/close.1min.bin
300611.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300611.sz/close.1min.bin
300612.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300612.sz/close.1min.bin
300613.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300613.sz/close.1min.bin
300614.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300614.sz/close.1min.bin
300615.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300615.sz/close.1min.bin
300616.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300616.sz/close.1min.bin
300617.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300617.sz/close.1min.bin
300618.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300618.sz/close.1min.bin
300619.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300619.sz/close.1min.bin
300621.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300621.sz/close.1min.bin
300622.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300622.sz/close.1min.bin
300623.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300623.sz/close.1min.bin
300624.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300624.sz/close.1min.bin
300625.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300625.sz/close.1min.bin
300626.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300626.sz/close.1min.bin
300627.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300627.sz/close.1min.bin
300628.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300628.sz/close.1min.bin
300629.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300629.sz/close.1min.bin
300631.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300631.sz/close.1min.bin
300632.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300632.sz/close.1min.bin
300633.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300633.sz/close.1min.bin
300634.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300634.sz/close.1min.bin
300636.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300636.sz/close.1min.bin
300637.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300637.sz/close.1min.bin
300639.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300639.sz/close.1min.bin
300641.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300641.sz/close.1min.bin
300642.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300642.sz/close.1min.bin
300643.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300643.sz/close.1min.bin
300645.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300645.sz/close.1min.bin
300648.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300648.sz/close.1min.bin
300649.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300649.sz/close.1min.bin
300650.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300650.sz/close.1min.bin
300651.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300651.sz/close.1min.bin
300652.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300652.sz/close.1min.bin
300653.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300653.sz/close.1min.bin
300654.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300654.sz/close.1min.bin
300656.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300656.sz/close.1min.bin
300657.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300657.sz/close.1min.bin
300658.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300658.sz/close.1min.bin
300660.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300660.sz/close.1min.bin
300661.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300661.sz/close.1min.bin
300662.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300662.sz/close.1min.bin
300663.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300663.sz/close.1min.bin
300665.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300665.sz/close.1min.bin
300666.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300666.sz/close.1min.bin
300667.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300667.sz/close.1min.bin
300668.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300668.sz/close.1min.bin
300669.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300669.sz/close.1min.bin
300671.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300671.sz/close.1min.bin
300672.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300672.sz/close.1min.bin
300673.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300673.sz/close.1min.bin
300674.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300674.sz/close.1min.bin
300675.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300675.sz/close.1min.bin
300676.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300676.sz/close.1min.bin
300677.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300677.sz/close.1min.bin
300678.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300678.sz/close.1min.bin
300679.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300679.sz/close.1min.bin
300681.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300681.sz/close.1min.bin
300683.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300683.sz/close.1min.bin
300684.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300684.sz/close.1min.bin
300685.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300685.sz/close.1min.bin
300686.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300686.sz/close.1min.bin
300687.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300687.sz/close.1min.bin
300688.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300688.sz/close.1min.bin
300689.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300689.sz/close.1min.bin
300690.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300690.sz/close.1min.bin
300691.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300691.sz/close.1min.bin
300694.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300694.sz/close.1min.bin
300695.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300695.sz/close.1min.bin
300696.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300696.sz/close.1min.bin
300699.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300699.sz/close.1min.bin
300700.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300700.sz/close.1min.bin
300702.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300702.sz/close.1min.bin
300703.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300703.sz/close.1min.bin
300705.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300705.sz/close.1min.bin
300706.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300706.sz/close.1min.bin
300707.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300707.sz/close.1min.bin
300708.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300708.sz/close.1min.bin
300710.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300710.sz/close.1min.bin
300711.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300711.sz/close.1min.bin
300712.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300712.sz/close.1min.bin
300713.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300713.sz/close.1min.bin
300716.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300716.sz/close.1min.bin
300717.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300717.sz/close.1min.bin
300719.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300719.sz/close.1min.bin
300721.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300721.sz/close.1min.bin
300722.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300722.sz/close.1min.bin
300723.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300723.sz/close.1min.bin
300725.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300725.sz/close.1min.bin
300727.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300727.sz/close.1min.bin
300729.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300729.sz/close.1min.bin
300730.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300730.sz/close.1min.bin
300731.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300731.sz/close.1min.bin
300732.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300732.sz/close.1min.bin
300733.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300733.sz/close.1min.bin
300735.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300735.sz/close.1min.bin
300738.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300738.sz/close.1min.bin
300739.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300739.sz/close.1min.bin
300743.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300743.sz/close.1min.bin
300746.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300746.sz/close.1min.bin
300748.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300748.sz/close.1min.bin
300749.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300749.sz/close.1min.bin
300751.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300751.sz/close.1min.bin
300752.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300752.sz/close.1min.bin
300753.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300753.sz/close.1min.bin
300755.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300755.sz/close.1min.bin
300756.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300756.sz/close.1min.bin
300758.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300758.sz/close.1min.bin
300759.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300759.sz/close.1min.bin
300760.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300760.sz/close.1min.bin
300761.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300761.sz/close.1min.bin
300765.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300765.sz/close.1min.bin
300766.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300766.sz/close.1min.bin
300768.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300768.sz/close.1min.bin
300769.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300769.sz/close.1min.bin
300771.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300771.sz/close.1min.bin
300773.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300773.sz/close.1min.bin
300776.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300776.sz/close.1min.bin
300777.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300777.sz/close.1min.bin
300778.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300778.sz/close.1min.bin
300780.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300780.sz/close.1min.bin
300781.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300781.sz/close.1min.bin
300782.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300782.sz/close.1min.bin
300783.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300783.sz/close.1min.bin
300784.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300784.sz/close.1min.bin
300785.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300785.sz/close.1min.bin
300787.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300787.sz/close.1min.bin
300788.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300788.sz/close.1min.bin
300789.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300789.sz/close.1min.bin
300790.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300790.sz/close.1min.bin
300795.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300795.sz/close.1min.bin
300798.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300798.sz/close.1min.bin
300800.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300800.sz/close.1min.bin
300801.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300801.sz/close.1min.bin
300804.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300804.sz/close.1min.bin
300805.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300805.sz/close.1min.bin
300806.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300806.sz/close.1min.bin
300807.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300807.sz/close.1min.bin
300808.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300808.sz/close.1min.bin
300809.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300809.sz/close.1min.bin
300810.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300810.sz/close.1min.bin
300811.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300811.sz/close.1min.bin
300812.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300812.sz/close.1min.bin
300813.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300813.sz/close.1min.bin
300814.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300814.sz/close.1min.bin
300815.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300815.sz/close.1min.bin
300816.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300816.sz/close.1min.bin
300817.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300817.sz/close.1min.bin
300823.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300823.sz/close.1min.bin
300826.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300826.sz/close.1min.bin
300828.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300828.sz/close.1min.bin
300829.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300829.sz/close.1min.bin
300832.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300832.sz/close.1min.bin
300834.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300834.sz/close.1min.bin
300835.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300835.sz/close.1min.bin
300836.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300836.sz/close.1min.bin
300842.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300842.sz/close.1min.bin
300843.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300843.sz/close.1min.bin
300844.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300844.sz/close.1min.bin
300845.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300845.sz/close.1min.bin
300846.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300846.sz/close.1min.bin
300848.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300848.sz/close.1min.bin
300850.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300850.sz/close.1min.bin
300851.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300851.sz/close.1min.bin
300852.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300852.sz/close.1min.bin
300854.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300854.sz/close.1min.bin
300859.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300859.sz/close.1min.bin
300875.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300875.sz/close.1min.bin
300879.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300879.sz/close.1min.bin
300880.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300880.sz/close.1min.bin
300881.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300881.sz/close.1min.bin
300884.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300884.sz/close.1min.bin
300886.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300886.sz/close.1min.bin
300887.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/300887.sz/close.1min.bin
