stock,date,db_rows,db_close_rows,qlib_close_rows,qlib_close_non_null,qlib_close_file_exists,qlib_close_bin
001234.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001234.sz/close.1min.bin
001238.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001238.sz/close.1min.bin
001239.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001239.sz/close.1min.bin
001255.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001255.sz/close.1min.bin
001256.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001256.sz/close.1min.bin
001258.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001258.sz/close.1min.bin
001259.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001259.sz/close.1min.bin
001260.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001260.sz/close.1min.bin
001268.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001268.sz/close.1min.bin
001269.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001269.sz/close.1min.bin
001278.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001278.sz/close.1min.bin
001279.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001279.sz/close.1min.bin
001282.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001282.sz/close.1min.bin
001286.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001286.sz/close.1min.bin
001287.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001287.sz/close.1min.bin
001289.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001289.sz/close.1min.bin
001296.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001296.sz/close.1min.bin
001300.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001300.sz/close.1min.bin
001301.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001301.sz/close.1min.bin
001308.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001308.sz/close.1min.bin
001309.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001309.sz/close.1min.bin
001313.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001313.sz/close.1min.bin
001316.SZ,2025-07-08,240,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/001316.sz/close.1min.bin
