stock,date,field,calendar_rows,qlib_rows,qlib_non_null,qlib_file_exists,qlib_bin
301199.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/prev_close.1min.bin
301199.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/up_limit_price.1min.bin
301199.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/down_limit_price.1min.bin
301199.SZ,2025-07-09,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/open.1min.bin
301199.SZ,2025-07-09,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/high.1min.bin
301199.SZ,2025-07-09,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/low.1min.bin
301199.SZ,2025-07-09,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/close.1min.bin
301199.SZ,2025-07-09,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/volume.1min.bin
301199.SZ,2025-07-09,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/amount.1min.bin
301199.SZ,2025-07-09,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/factor.1min.bin
301199.SZ,2025-07-09,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/limit_up.1min.bin
301199.SZ,2025-07-09,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/limit_down.1min.bin
301199.SZ,2025-07-09,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/prev_close.1min.bin
301199.SZ,2025-07-09,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/up_limit_price.1min.bin
301199.SZ,2025-07-09,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301199.sz/down_limit_price.1min.bin
301203.SZ,2025-07-08,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/open.1min.bin
301203.SZ,2025-07-08,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/high.1min.bin
301203.SZ,2025-07-08,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/low.1min.bin
301203.SZ,2025-07-08,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/close.1min.bin
301203.SZ,2025-07-08,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/volume.1min.bin
301203.SZ,2025-07-08,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/amount.1min.bin
301203.SZ,2025-07-08,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/factor.1min.bin
301203.SZ,2025-07-08,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_up.1min.bin
301203.SZ,2025-07-08,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_down.1min.bin
301203.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/prev_close.1min.bin
301203.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/up_limit_price.1min.bin
301203.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/down_limit_price.1min.bin
301203.SZ,2025-07-09,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/open.1min.bin
301203.SZ,2025-07-09,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/high.1min.bin
301203.SZ,2025-07-09,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/low.1min.bin
301203.SZ,2025-07-09,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/close.1min.bin
301203.SZ,2025-07-09,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/volume.1min.bin
301203.SZ,2025-07-09,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/amount.1min.bin
301203.SZ,2025-07-09,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/factor.1min.bin
301203.SZ,2025-07-09,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_up.1min.bin
301203.SZ,2025-07-09,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_down.1min.bin
301203.SZ,2025-07-09,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/prev_close.1min.bin
301203.SZ,2025-07-09,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/up_limit_price.1min.bin
301203.SZ,2025-07-09,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/down_limit_price.1min.bin
301203.SZ,2025-07-10,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/open.1min.bin
301203.SZ,2025-07-10,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/high.1min.bin
301203.SZ,2025-07-10,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/low.1min.bin
301203.SZ,2025-07-10,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/close.1min.bin
301203.SZ,2025-07-10,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/volume.1min.bin
301203.SZ,2025-07-10,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/amount.1min.bin
301203.SZ,2025-07-10,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/factor.1min.bin
301203.SZ,2025-07-10,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_up.1min.bin
301203.SZ,2025-07-10,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_down.1min.bin
301203.SZ,2025-07-10,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/prev_close.1min.bin
301203.SZ,2025-07-10,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/up_limit_price.1min.bin
301203.SZ,2025-07-10,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/down_limit_price.1min.bin
301203.SZ,2025-07-11,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/open.1min.bin
301203.SZ,2025-07-11,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/high.1min.bin
301203.SZ,2025-07-11,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/low.1min.bin
301203.SZ,2025-07-11,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/close.1min.bin
301203.SZ,2025-07-11,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/volume.1min.bin
301203.SZ,2025-07-11,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/amount.1min.bin
301203.SZ,2025-07-11,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/factor.1min.bin
301203.SZ,2025-07-11,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_up.1min.bin
301203.SZ,2025-07-11,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/limit_down.1min.bin
301203.SZ,2025-07-11,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/prev_close.1min.bin
301203.SZ,2025-07-11,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/up_limit_price.1min.bin
301203.SZ,2025-07-11,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301203.sz/down_limit_price.1min.bin
301205.SZ,2025-07-08,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/open.1min.bin
301205.SZ,2025-07-08,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/high.1min.bin
301205.SZ,2025-07-08,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/low.1min.bin
301205.SZ,2025-07-08,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/close.1min.bin
301205.SZ,2025-07-08,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/volume.1min.bin
301205.SZ,2025-07-08,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/amount.1min.bin
301205.SZ,2025-07-08,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/factor.1min.bin
301205.SZ,2025-07-08,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/limit_up.1min.bin
301205.SZ,2025-07-08,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/limit_down.1min.bin
301205.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/prev_close.1min.bin
301205.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/up_limit_price.1min.bin
301205.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/down_limit_price.1min.bin
301205.SZ,2025-07-09,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/open.1min.bin
301205.SZ,2025-07-09,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/high.1min.bin
301205.SZ,2025-07-09,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/low.1min.bin
301205.SZ,2025-07-09,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/close.1min.bin
301205.SZ,2025-07-09,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/volume.1min.bin
301205.SZ,2025-07-09,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/amount.1min.bin
301205.SZ,2025-07-09,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/factor.1min.bin
301205.SZ,2025-07-09,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/limit_up.1min.bin
301205.SZ,2025-07-09,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/limit_down.1min.bin
301205.SZ,2025-07-09,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/prev_close.1min.bin
301205.SZ,2025-07-09,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/up_limit_price.1min.bin
301205.SZ,2025-07-09,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301205.sz/down_limit_price.1min.bin
301207.SZ,2025-07-08,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/open.1min.bin
301207.SZ,2025-07-08,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/high.1min.bin
301207.SZ,2025-07-08,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/low.1min.bin
301207.SZ,2025-07-08,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/close.1min.bin
301207.SZ,2025-07-08,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/volume.1min.bin
301207.SZ,2025-07-08,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/amount.1min.bin
301207.SZ,2025-07-08,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/factor.1min.bin
301207.SZ,2025-07-08,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_up.1min.bin
301207.SZ,2025-07-08,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_down.1min.bin
301207.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/prev_close.1min.bin
301207.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/up_limit_price.1min.bin
301207.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/down_limit_price.1min.bin
301207.SZ,2025-07-09,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/open.1min.bin
301207.SZ,2025-07-09,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/high.1min.bin
301207.SZ,2025-07-09,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/low.1min.bin
301207.SZ,2025-07-09,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/close.1min.bin
301207.SZ,2025-07-09,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/volume.1min.bin
301207.SZ,2025-07-09,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/amount.1min.bin
301207.SZ,2025-07-09,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/factor.1min.bin
301207.SZ,2025-07-09,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_up.1min.bin
301207.SZ,2025-07-09,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_down.1min.bin
301207.SZ,2025-07-09,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/prev_close.1min.bin
301207.SZ,2025-07-09,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/up_limit_price.1min.bin
301207.SZ,2025-07-09,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/down_limit_price.1min.bin
301207.SZ,2025-07-10,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/open.1min.bin
301207.SZ,2025-07-10,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/high.1min.bin
301207.SZ,2025-07-10,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/low.1min.bin
301207.SZ,2025-07-10,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/close.1min.bin
301207.SZ,2025-07-10,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/volume.1min.bin
301207.SZ,2025-07-10,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/amount.1min.bin
301207.SZ,2025-07-10,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/factor.1min.bin
301207.SZ,2025-07-10,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_up.1min.bin
301207.SZ,2025-07-10,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_down.1min.bin
301207.SZ,2025-07-10,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/prev_close.1min.bin
301207.SZ,2025-07-10,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/up_limit_price.1min.bin
301207.SZ,2025-07-10,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/down_limit_price.1min.bin
301207.SZ,2025-07-11,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/open.1min.bin
301207.SZ,2025-07-11,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/high.1min.bin
301207.SZ,2025-07-11,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/low.1min.bin
301207.SZ,2025-07-11,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/close.1min.bin
301207.SZ,2025-07-11,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/volume.1min.bin
301207.SZ,2025-07-11,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/amount.1min.bin
301207.SZ,2025-07-11,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/factor.1min.bin
301207.SZ,2025-07-11,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_up.1min.bin
301207.SZ,2025-07-11,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_down.1min.bin
301207.SZ,2025-07-11,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/prev_close.1min.bin
301207.SZ,2025-07-11,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/up_limit_price.1min.bin
301207.SZ,2025-07-11,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/down_limit_price.1min.bin
301207.SZ,2025-07-14,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/open.1min.bin
301207.SZ,2025-07-14,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/high.1min.bin
301207.SZ,2025-07-14,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/low.1min.bin
301207.SZ,2025-07-14,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/close.1min.bin
301207.SZ,2025-07-14,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/volume.1min.bin
301207.SZ,2025-07-14,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/amount.1min.bin
301207.SZ,2025-07-14,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/factor.1min.bin
301207.SZ,2025-07-14,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_up.1min.bin
301207.SZ,2025-07-14,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/limit_down.1min.bin
301207.SZ,2025-07-14,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/prev_close.1min.bin
301207.SZ,2025-07-14,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/up_limit_price.1min.bin
301207.SZ,2025-07-14,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301207.sz/down_limit_price.1min.bin
301209.SZ,2025-07-08,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/open.1min.bin
301209.SZ,2025-07-08,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/high.1min.bin
301209.SZ,2025-07-08,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/low.1min.bin
301209.SZ,2025-07-08,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/close.1min.bin
301209.SZ,2025-07-08,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/volume.1min.bin
301209.SZ,2025-07-08,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/amount.1min.bin
301209.SZ,2025-07-08,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/factor.1min.bin
301209.SZ,2025-07-08,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/limit_up.1min.bin
301209.SZ,2025-07-08,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/limit_down.1min.bin
301209.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/prev_close.1min.bin
301209.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/up_limit_price.1min.bin
301209.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301209.sz/down_limit_price.1min.bin
301210.SZ,2025-07-08,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-08,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-08,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
301210.SZ,2025-07-08,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/close.1min.bin
301210.SZ,2025-07-08,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/volume.1min.bin
301210.SZ,2025-07-08,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/amount.1min.bin
301210.SZ,2025-07-08,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/factor.1min.bin
301210.SZ,2025-07-08,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_up.1min.bin
301210.SZ,2025-07-08,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_down.1min.bin
301210.SZ,2025-07-08,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/prev_close.1min.bin
301210.SZ,2025-07-08,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/up_limit_price.1min.bin
301210.SZ,2025-07-08,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/down_limit_price.1min.bin
301210.SZ,2025-07-09,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-09,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-09,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
301210.SZ,2025-07-09,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/close.1min.bin
301210.SZ,2025-07-09,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/volume.1min.bin
301210.SZ,2025-07-09,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/amount.1min.bin
301210.SZ,2025-07-09,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/factor.1min.bin
301210.SZ,2025-07-09,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_up.1min.bin
301210.SZ,2025-07-09,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_down.1min.bin
301210.SZ,2025-07-09,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/prev_close.1min.bin
301210.SZ,2025-07-09,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/up_limit_price.1min.bin
301210.SZ,2025-07-09,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/down_limit_price.1min.bin
301210.SZ,2025-07-10,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-10,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-10,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
301210.SZ,2025-07-10,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/close.1min.bin
301210.SZ,2025-07-10,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/volume.1min.bin
301210.SZ,2025-07-10,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/amount.1min.bin
301210.SZ,2025-07-10,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/factor.1min.bin
301210.SZ,2025-07-10,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_up.1min.bin
301210.SZ,2025-07-10,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_down.1min.bin
301210.SZ,2025-07-10,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/prev_close.1min.bin
301210.SZ,2025-07-10,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/up_limit_price.1min.bin
301210.SZ,2025-07-10,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/down_limit_price.1min.bin
301210.SZ,2025-07-11,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-11,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-11,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
301210.SZ,2025-07-11,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/close.1min.bin
301210.SZ,2025-07-11,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/volume.1min.bin
301210.SZ,2025-07-11,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/amount.1min.bin
301210.SZ,2025-07-11,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/factor.1min.bin
301210.SZ,2025-07-11,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_up.1min.bin
301210.SZ,2025-07-11,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_down.1min.bin
301210.SZ,2025-07-11,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/prev_close.1min.bin
301210.SZ,2025-07-11,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/up_limit_price.1min.bin
301210.SZ,2025-07-11,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/down_limit_price.1min.bin
301210.SZ,2025-07-14,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-14,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-14,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
301210.SZ,2025-07-14,close,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/close.1min.bin
301210.SZ,2025-07-14,volume,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/volume.1min.bin
301210.SZ,2025-07-14,amount,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/amount.1min.bin
301210.SZ,2025-07-14,factor,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/factor.1min.bin
301210.SZ,2025-07-14,limit_up,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_up.1min.bin
301210.SZ,2025-07-14,limit_down,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/limit_down.1min.bin
301210.SZ,2025-07-14,prev_close,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/prev_close.1min.bin
301210.SZ,2025-07-14,up_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/up_limit_price.1min.bin
301210.SZ,2025-07-14,down_limit_price,240,240,240,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/down_limit_price.1min.bin
301210.SZ,2025-07-15,open,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/open.1min.bin
301210.SZ,2025-07-15,high,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/high.1min.bin
301210.SZ,2025-07-15,low,240,240,0,True,/home/lc999/data/qlib_minute_bin/features/301210.sz/low.1min.bin
