name,dtype,meaning_cn,unit,source_table,comment
db_close,,,,daily_basic,
db_turnover_rate,,,,daily_basic,
db_turnover_rate_f,,,,daily_basic,
db_volume_ratio,,,,daily_basic,
db_pe,,,,daily_basic,
db_pe_ttm,,,,daily_basic,
db_pb,,,,daily_basic,
db_ps,,,,daily_basic,
db_ps_ttm,,,,daily_basic,
db_dv_ratio,,,,daily_basic,
db_dv_ttm,,,,daily_basic,
db_total_share,,,,daily_basic,
db_float_share,,,,daily_basic,
db_free_share,,,,daily_basic,
db_total_mv,,,,daily_basic,
db_circ_mv,,,,daily_basic,
